entry_date,exit_date,entry_price,exit_price,return_pct
2025-01-17 05:00:00,2025-01-22 05:00:00,137.73,147.03,0.0675234153779134
2025-04-01 04:00:00,2025-04-03 04:00:00,110.14,101.78,-0.07590339567822768
2025-04-08 04:00:00,2025-04-10 04:00:00,96.41,107.67,0.116792863810808
2025-04-21 04:00:00,2025-04-28 04:00:00,96.77,108.72,0.1234886845096621
2026-04-20 04:00:00,2026-04-21 04:00:00,202.12,199.82,-0.011379378586978128
2026-05-12 04:00:00,2026-05-14 04:00:00,220.88,235.78,0.06745744295545086
