date,open,high,low,close,volume,trade_count,vwap,sma_20,sma_50,sma_200,ema_12,ema_20,ema_26,macd,macd_signal,macd_hist,rsi_14,stoch_k,stoch_d,williams_r,bb_mid,bb_upper,bb_lower,atr_14,atr_pct,obv,cmf_20,plus_di,minus_di,adx_14,signal,entry_flag,exit_flag,cash,shares,position,action,portfolio_value,daily_returns,drawdown
2022-04-21 04:00:00,448.54,450.01,437.1,438.06,86898329.0,722881.0,442.653343,447.98400000000004,440.21139999999997,448.55925,443.1204869718063,443.68096727902537,443.6160101376703,-0.4955231658639718,0.7865339383352312,-1.282057104199203,45.045035802122925,11.02610261026099,29.06416387099883,-88.97389738973901,447.98400000000004,462.64499501182695,433.3230049881731,7.347570669586804,0.016772977833143413,-691589270.0,0.04043904854959789,19.737644573894453,26.149130075899592,14.863433956802115,-1,False,True,100000.0,0.0,0,HOLD,100000.0,0.0,0.0
2022-04-22 04:00:00,436.91,438.0825,425.44,426.04,134318097.0,970518.0,429.856012,446.76150000000007,439.5814,448.53485,440.4927197453746,442.00087515721344,442.3140834608058,-1.8213637154312323,0.26495440758193856,-2.0863181230131707,37.07717440054766,1.8524235875270856,17.395793829788214,-98.14757641247292,446.76150000000007,464.3315502051218,429.19144979487834,7.72577990747346,0.01813393086910492,-825907367.0,-0.06916956059636757,17.430589729002666,33.87289604442676,16.090981650552358,-1,False,True,100000.0,0.0,0,HOLD,100000.0,0.0,0.0
2022-04-25 04:00:00,423.67,428.69,418.84,428.51,121150668.0,1146072.0,423.707939,445.55249999999995,439.16519999999997,448.49979999999994,438.64922439993234,440.7160299041455,441.2915587600054,-2.6423343600730504,-0.3165033459490592,-2.3258310141239913,39.44747938504989,24.801231084893598,12.559919094227226,-75.1987689151064,445.55249999999995,464.6648722673085,426.4401277326914,7.8775099140825,0.01838349143329794,-704756699.0,-0.039951759827201345,15.873795126363913,36.832061508802234,17.78195348381243,-1,False,True,100000.0,0.0,0,HOLD,100000.0,0.0,0.0
2022-04-26 04:00:00,425.83,426.04,416.07,416.1,104173893.0,1007660.0,420.196992,443.5655,438.67800000000005,448.3949,435.1801129537889,438.3716461037507,439.42551737037536,-4.245404416586439,-1.1022835600765353,-3.1431208565099036,32.76847466197832,0.08665511265173181,8.913436595024137,-99.91334488734826,443.5655,466.1265138583302,421.00448614166976,8.203402063076608,0.01971497732053979,-808930592.0,-0.13521132631802615,14.154386434234855,35.2543985920173,19.562169720510674,-1,False,True,100000.0,0.0,0,HOLD,100000.0,0.0,0.0
2022-04-27 04:00:00,417.24,422.92,415.01,417.27,122342063.0,1010493.0,419.130523,441.35249999999996,438.24299999999994,448.30330000000004,432.4247109608983,436.36196552244115,437.78436793553277,-5.359656974634447,-1.9537582429881177,-3.4058987316463294,33.904693221574945,6.334080717488763,10.407322305011364,-93.66591928251124,441.35249999999996,465.14338536216695,417.561614637833,8.182444772856853,0.01960947293804216,-686588529.0,-0.20054090801174096,13.17702226529216,33.7453989011156,21.295933161033414,-1,False,True,100000.0,0.0,0,HOLD,100000.0,0.0,0.0
2022-04-28 04:00:00,422.29,429.64,417.6,427.81,107789356.0,807524.0,424.619909,439.8035,437.8772,448.26115000000004,431.71475542845246,435.547492615542,437.045525866234,-5.330770437781553,-2.6291606819468045,-2.701609755834748,43.21496289973545,35.9348680516564,14.118534627265632,-64.06513194834359,439.8035,462.8360831218112,416.77091687818876,8.481555860509935,0.019825520349009924,-578799173.0,-0.1566602669395616,17.46363668022713,30.229950697373088,21.68674933189708,-1,False,True,100000.0,0.0,0,HOLD,100000.0,0.0,0.0
2022-04-29 04:00:00,423.59,425.87,411.21,412.0,148702518.0,1146290.0,416.77429,437.8215,437.18519999999995,448.14740000000006,428.6817161317674,433.3048742712047,435.1903017279945,-6.508585596227078,-3.4050456648028593,-3.103539931424219,35.20437757319395,2.0360824742268564,14.768343747790674,-97.96391752577314,437.8215,463.2617906926455,412.38120930735454,9.06144472761637,0.021993797882564007,-727501691.0,-0.16835022413651593,15.178473098181389,31.311320505289046,22.61640382998444,-1,False,True,100000.0,0.0,0,HOLD,100000.0,0.0,0.0
2022-05-02 04:00:00,412.07,415.92,405.02,414.48,160312749.0,1466167.0,410.958254,435.8995000000001,436.7336,448.06309999999996,426.49683672688013,431.51202910251857,433.65620530369864,-7.159368576818508,-4.1559102472059894,-3.003458329612519,37.171763104422865,21.026894865525747,19.665948463803,-78.97310513447425,435.8995000000001,462.32603807703225,409.47296192296795,9.192770104215203,0.022179043872358625,-567188942.0,-0.13671657351962244,13.89294921913155,33.46912342575252,23.953304871557915,-1,False,True,100000.0,0.0,0,HOLD,100000.0,0.0,0.0
2022-05-03 04:00:00,415.01,418.93,413.36,416.38,102021088.0,854787.0,416.170578,433.8785,436.37660000000005,448.02015,424.9404003073601,430.0708834737073,432.3764863923136,-7.4360860849535015,-4.811945414755492,-2.6241406701980097,38.70722724706425,25.250055567904003,16.104344302552203,-74.749944432096,433.8785,459.751510749875,408.0054892501249,8.934000811056976,0.021456363924917083,-465167854.0,-0.15893895387906445,15.680792230971077,31.978645631792304,24.684960727055625,-1,False,True,100000.0,0.0,0,HOLD,100000.0,0.0,0.0
2022-05-04 04:00:00,417.08,429.66,413.7099,429.06,146219632.0,1465495.0,421.261871,432.78000000000003,436.3664,448.01015,425.57418487545857,429.97460885716373,432.13082073362375,-6.55663585816518,-5.16088350343743,-1.3957523547277502,47.86454546998171,53.43409646588134,33.237015633103695,-46.56590353411866,432.78000000000003,457.4232234733585,408.13677652664154,9.435150753124336,0.02199028283485838,-318948222.0,-0.06243016767134661,21.91045872997292,28.117229582097572,23.807940054302392,-1,False,True,100000.0,0.0,0,HOLD,100000.0,0.0,0.0
2022-05-05 04:00:00,424.55,425.0,409.44,413.81,175971084.0,1586339.0,414.973636,431.1445,436.2012,447.90644999999995,423.76431027923417,428.4351222993386,430.7737229015035,-7.009412622269338,-5.530589327203812,-1.478823295065526,40.104153381554895,19.537675038897575,32.74060902422764,-80.46232496110242,431.1445,456.2849320818707,406.0040679181293,10.162639985044027,0.024558710483178335,-494919306.0,-0.10244209628303963,18.889005355408887,27.240980577450397,23.400609067632843,-1,False,True,100000.0,0.0,0,HOLD,100000.0,0.0,0.0
2022-05-06 04:00:00,411.1,414.8,405.73,411.34,153284691.0,1529625.0,410.237083,429.27299999999997,435.8682,447.78585,421.85287792858276,426.80701541368734,429.33418787176254,-7.481309943179781,-5.9207334503990054,-1.5605764927807755,39.0011942422777,14.047566125805716,29.006445876861545,-85.95243387419428,429.27299999999997,454.46157727747146,404.0844227225285,10.084594271826598,0.024516444478598236,-648203997.0,-0.09893512363103334,17.67553293290835,28.118728944501218,23.358036643153984,-1,False,True,100000.0,0.0,0,HOLD,100000.0,0.0,0.0
2022-05-09 04:00:00,405.1,406.41,396.5,398.17,155879661.0,1422455.0,401.230595,426.803,435.07660000000004,447.577,418.20935824726234,424.07968061238375,427.02572951089127,-8.816371263628923,-6.49986101304499,-2.3165102505839332,33.68204656377128,3.120911979069363,12.235384381257552,-96.87908802093064,426.803,454.04192114719586,399.56407885280413,10.424266109553269,0.026180440790499707,-804083658.0,-0.13025358266325307,15.878181952803166,31.583981881040874,24.0532626528456,-1,False,True,100000.0,0.0,0,HOLD,100000.0,0.0,0.0
